id,line_id,point_id,RMSh,RMSs,pc,pc_pn,pn,Elevation,D_m,D_km,lat,lon,Sub1_Thickness,depth
207,0,207,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2659,101591.1715,101.591,7.918139,155.757259,,
208,0,208,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2660,102183.5922,102.184,7.910327,155.765071,,
209,0,209,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2662,102610.6076,102.611,7.902514,155.765071,,
210,0,210,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2663,103037.6237,103.038,7.894701,155.765071,,
211,0,211,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2664,103630.0477,103.63,7.886888,155.772884,,
212,0,212,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2665,104057.0654,104.057,7.879076,155.772884,,
213,0,213,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2665,104484.0839,104.484,7.871263,155.772884,,
214,0,214,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2666,105076.5111,105.077,7.86345,155.780697,,
215,0,215,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2666,105503.5312,105.504,7.855638,155.780697,,
216,0,216,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2667,106095.9607,106.096,7.847825,155.788509,,
217,0,217,1.66293335,1.077472329,67.13298798,0.95714879,66.17584229,-2667,106522.9825,106.523,7.840012,155.788509,,
